NA	sentiment	tweet	
6.75135E+17	negative	"Sat in the dark listening to twilight sad. Really, really upsetting"	
6.75141E+17	positive	Only good thing going right now is my David Bowie raccoon hat comes in on Saturday	
6.75142E+17	neutral	Why do people have a problem with the Christ in Christmas but not the Thor in Thursday?	
6.75143E+17	negative	@DrtyHippiePanda If I see someone else telling you that I might just fucking burn them alive. May work to do a nice Dark Souls bonfire.	
6.75145E+17	neutral	#Movie: Cate Blanchett May Star in Marvel's 'Thor: Ragnarok':  The award-winning actress is reportedly in the ... https://t.co/AwMvpIkhBb	
6.75148E+17	negative	"just reading chris evans fanfiction and crying, usual thursday night stuff"	
6.75149E+17	positive	@AintNoWaifu I was obsessed with Twilight in 7th grade I loved it so much	
6.75158E+17	neutral	"Check out red carpet looks from Cate Blanchett, Elizabeth Debicki &amp; Teresa Palmer at the 5th AACTA Awards   https://t.co/Utd6JkiAHl"	
6.75163E+17	neutral	National Herald case: Rahul Gandhi ready to go to jail  May God grant Pappu his wish at the earliest !!	
6.75164E+17	neutral	You can't even compare Kendrick and Future. Way different. Future just got fire beats. K Dot got Barzzzzz  https://t.co/ar3hfswGMK	
6.75164E+17	neutral	Follow the top Kim Kardashian stories for Dec 11 on our topical page: https://t.co/OrwMHS2ZlC	
6.75167E+17	neutral	@cavenigger hes got a new mixtape?? Or u mean the small black friday thing with kendrick	
6.75174E+17	neutral	"I sense the second Dana white family hype train coming to an end tonight, and another one saturday"	
6.75175E+17	neutral	@wissportsnet Curtis left Thursday's game vs. ASH with 7 minutes left in the 1st half and didn't return after suffering a lower-leg injury.	
6.75176E+17	positive	I think since its Twilight the books 10th anniversary Twilight the movie should take home at least one Oscar	
6.75189E+17	positive	@StefanAbramiann J Cole and Kendrick gonna release that fire in February just make it till then	
6.75191E+17	neutral	"When PM Narendra Modi met Rahul Gandhi and shook hands with him  New Delhi: Friday, December 11,   Setting aside... https://t.co/dS7btQxXBm"	
6.75193E+17	neutral	"Abbamania or Night Fever: An Evening of the Bee Gees (7:30 p.m., December 17 and 18) https://t.co/8d7DgShHAE"	
6.75196E+17	positive	@ChuckAlabaster: I'm in love J. Cole Kendrick Lamar-Black Friday it's soo good. Tales of two cites with a Kendrick twist @firediscopanda9	
6.75215E+17	negative	"Only stuff I don't watch is Twilight, 'cause it's rubbish. Love Star Wars &amp; Potter, but Han Shot 1st &amp; Nevill is the real hero. #SBSPopAsia"	
6.75218E+17	positive	Kim Kardashian is one stylish mama! The star of E!'s Keeping Up With the Kardashians announced Saturday morning that she has given birth	
6.75218E+17	negative	@Swamy39. Will Rahul Gandhi be under oath on 19th ? What is his real name should be the first question. #NationalHeraldCase	
6.75218E+17	neutral	Kendrick's Black Friday track destroyed Cole's but they was just warming us up for ROTD2	
6.7523E+17	neutral	Sonia n Rahul Gandhi got summons. Swamy is doing all the answering. https://t.co/VRLfsYY1Xt	
6.75241E+17	neutral	Oscar-winning actress Cate Blanchett may soon be joining the Marvel universe as she is in talks to star in the upcoming film #ThorRagnarok	
6.75244E+17	neutral	See you in April @KygoMusic in Milan!	
6.75249E+17	positive	The beautiful village where I live is having a Christmas market over the weekend.. Sat twilight market and Sunday... https://t.co/ZhPanWwZld	
6.75255E+17	neutral	Rahul Gandhi the kid is planning jail bharo with all his supporters on 19 Dec. Great. The judge will have less trouble arriving at verdict.	
6.75261E+17	positive	Quite a gift with words that @AndrewSparrow especially in today's live blog feat. former UK PM Tony Blair: https://t.co/oAAd0KjjvW	
6.75264E+17	neutral	"Am at the Tony Blair select committee hearing. A policeman has sat down beside me, in case I unleash any sudden quips"	
6.75265E+17	neutral	2nd #blog from Curtis. It's a short one!...2nd day of work experience-'Embarrassment is a funny thing...' by Curtis  https://t.co/kmYiFvomTj	
6.75271E+17	negative	"If you hate Tony Blair and consider him a war criminal, it's well worth reading about this https://t.co/fnPNS3pBM2 https://t.co/RN70fJBFwD"	
6.75273E+17	neutral	Tony Blair: Bringing Libya 'in from the cold' may have stopped Isis getting chemical arms https://t.co/iO4fOdbe5o https://t.co/lDgpEAuzsQ	
6.75278E+17	neutral	#ANI_news Its a non-profit company &amp;amp; its very clear. Lets see what happens on the 19th: Rahul Gandhi #NationalHeraldCase	
6.75282E+17	negative	"Did the sun even be bother to get up today? Desperate for a holiday tho, even if it is in a frozen twilight ._."	
6.75285E+17	positive	How powerful music is...Kendrick released Alright and it was used/sang in a march by demonstrators! Cassper... https://t.co/TA5aPlnk4Q	
6.75293E+17	negative	Sunday World Man charged with IRA membership granted bail https://t.co/GdEl7y7CJf https://t.co/mZaH270wbA	
6.75297E+17	neutral	"Reality TV star Kim Kardashian and her rapper husband Kanye West announced Saturday the birth of their second child, a baby boy. ""He's"	
6.75299E+17	positive	@booksbrainsbeer I use an app called Twilight to automatically dim my screens and tint them red after the sun sets; it helps a lot.	
6.75309E+17	positive	Kendrick is on top of the game in my opinion. His bars are incomparable to any others right now. Black Friday is fire	
6.75312E+17	positive	Good morning Internet! Happy Friday! Heres a good song for ya. Make sure you love yourself...advice from Kendrick. https://t.co/xOVRYvJGHL	
6.75313E+17	neutral	@gogggs you wouldn't go near Curtis's at the moment would you. I can't imagine Irish Cav will still be fav by the off tomorrow	
6.75314E+17	positive	"@brianawrites Happy Friday, Briana! If I may ask, how does writing a book feel to you? *mini-research going on* :D https://t.co/WTvEDx4u7D"	
6.75318E+17	negative	"Kendrick the GOAT twitter ""All females hoes"" twitter  https://t.co/YXd3f1psRg"	
6.75322E+17	neutral	"Red-hot comedian Amy Schumer will bring her first solo arena tour to the BB&amp;T Center, #Miami on Dec 12. Do not... https://t.co/9iN6vsLBVX"	
6.75323E+17	neutral	"This is the 3rd time I've seen Gadafi in a long while, and every time he's with Tony Blair https://t.co/zQBucZzlYQ"	
6.75325E+17	positive	"Alexandra de Curtis, Rome: The Satchel - Grande &amp; Piccola :) brighten up your Friday with these beautiful bags! https://t.co/D74andvXUB"	
6.75325E+17	neutral	Cate Blanchett may join the Marvel universe! Do you think she'd be a good fit? https://t.co/yxqvbRbVvK https://t.co/6Dp3JBJ2gO	
6.75328E+17	positive	"The way J-Cole and Kendrick are teasing the world for the their collab album, with Black Friday is just faaaaya!!!"	
6.7533E+17	positive	"I think my Econ TA may be the funniest person I have ever met. Rock on, Thor"	
6.75332E+17	negative	Is history just something which Tony Blair invents as he sees fit? Amazing. https://t.co/3i63KIcR2D	
6.75336E+17	neutral	"Study 26:10  it may mean that sombre sky-blue appearance of the horizon at the time of twilight, i.e., between light and darkness;(b)"	
6.75343E+17	neutral	You may be on to something tho frfr stranger things have happened. Look at the twilight girl lol https://t.co/w2aZMV48F7	
6.75366E+17	neutral	It's Friday. Get hammered with Thor and the #Avengers Age of Ultron tonight for just 99p! https://t.co/zxPCwGfbm0 https://t.co/xm78io9hpZ	
6.75367E+17	positive	"Kim Kardashian and Kanye west welcomed their son Saturday morning, and the proud parents couldn't be any more thrilled that baby West has"	
6.75367E+17	neutral	@sardesairajdeep What's wrong with the answer? You may applaud Rahul Gandhi for his open farce! I'm happy with a PM who's not a hypocrite!	
6.75368E+17	positive	"Kendrick on the 20th, so damn ready"	
6.75369E+17	positive	@Sallywally94 Kendrick and J.Cole album in Feb!!!!! I beg it's true! Mans bless you? Getting waved I need to get off Twitter asap	
6.7537E+17	neutral	"Friday, December 11, 2015   Tony Blair says he got David Cameron's permission to warn Colonel Gaddafi to flee... https://t.co/HAawIP6tFn"	
6.7538E+17	neutral	Boy I bet Kendrick is glad he didn't go for that 2nd cup of coffee before calling TLR on Greinke. #minutesaway #Dbacks	
6.75381E+17	neutral	Thursday 17th (otherwise know as Star Wars Day) we will have Christmas parties in the afternoon.Pupils should arrive in uniform then change.	
6.75385E+17	neutral	@RobertElms off to Ronnies Sat night to see Curtis you going ?	
6.75388E+17	positive	Yoga for the mind and soul. Join us for twilight yoga at 5pm Monday evening #YouRDay https://t.co/XFGVnZrZxW https://t.co/dPLo7bARRE	
6.75388E+17	neutral	"okay so on the trip, wednesday I think, all 6 of us gathered in the youth hostel lounge and watched the first Twilight movie"	
6.75407E+17	positive	"Thank you Curtis! Because of you, more children in our community have the food they need. https://t.co/LK3xCGTE3t"	
6.75408E+17	negative	"Disgraceful, no way we should deny the world of an Adriano-Luiz Adriano left hand side to propel Milan to glory https://t.co/X6HbNpnPzl"	
6.75409E+17	positive	"The Christmas Party is one week away :) Friday night, December 18, at the Curtis home. Please bring a festive... https://t.co/wstnlkECn7"	
6.75409E+17	negative	I am not interested in Hayden solving who shot her. But I just sat and watch Curtis like everything he said was the written word. Lawd! #GH	
6.75409E+17	neutral	"Just turned onto TFI Friday. Chris Evans is clearly still trying to get Charlene Spiteri from Texas into bed. Give it up man, you're fifty."	
6.75412E+17	positive	"@susannefraser Yes, we celebrate Sant'Ambrogio in Milan :) It's on Dec 7th. And you know? Sant'Ambrogio was from Germany ;) @KochblogRadiode"	
6.75413E+17	positive	"Surprised Sharleen Spiteri on TFI Friday since she wrote ""Say What You Want"" about Chris Evans fancying her!"	
6.75415E+17	neutral	"@RitaOra hun i am going to Dublin in march, if you do a tour, do not come to Italy (Milan) during the period from the 11th to the 20th pls"	
6.75415E+17	positive	Taking my kids to meet father Christmas tomorrow. Then it's off to Milan on Sunday to show the Italian press our amazing game. Magnifico!	
6.75419E+17	positive	Canna beat the ginger squirrel Chris Evans and TFI Friday	
6.75419E+17	negative	TFI Friday and Chris Evans need to fuck off back to the 90s	
6.75419E+17	neutral	Just caught the end of TFI Friday. Chris Evans is like the Harold Zidler of Wetherspoons.	
6.75433E+17	neutral	Why am I just learning that Kim Kardashian and Kanye west named their 2nd child Saint?	
6.75435E+17	positive	Going to see Amy schumer in Nashville tonight. But don't worry I got your epl plays over on @RotoGrinders https://t.co/Ke5OUvCJC4	
6.75443E+17	neutral	"Fit Fix: ""It's Rousey"" Next for Holly Holm, Dana White Says: Holm-Rousey IIThe rematch is set for July 9, Dana White told the LA Time..."	
6.75443E+17	neutral	Cate Blanchett hammering out the details of Thor 3 role https://t.co/0vtvNDjaUh - https://t.co/kJ98XVyJem Gaea mother of Thor	
6.75443E+17	neutral	Cate Blanchett hammering out the details of Thor 3 role https://t.co/0vtvNDjaUh - https://t.co/kJ98XVyJem Gaea mother of Thor	
6.75448E+17	negative	"Four were killed,19 injured when a IRA bomb demolished the Balmoral Furniture Building on Shankill Rd on 11 Dec 1971 https://t.co/mE4MXRq3U7"	
6.75448E+17	negative	11 December 1971- An IRA bomb attack on the Shankill Road destroyed the Balmoral Furniture Building and killed four https://t.co/TjSrEVCWVX	
6.75448E+17	neutral	Hoping the Evening Post is right with reports that Curtis could opt to move Ayew up front tomorrow. Fernandez could also return.	
6.75449E+17	neutral	Tony Blair says engaging with Gaddafi may have prevented IS obtaining chemical weapons https://t.co/gHftM1OLHS https://t.co/z8DBRRF9pr	
6.7546E+17	neutral	Rare picture of Kendrick Lamar in the Booth spittin' Black Friday https://t.co/r7nL9O63wt	
6.75462E+17	positive	Hey @MTVBananas -I've been an avid challenge fan since Wednesday bc of my internet pal @BarstoolBigCat. Is Briana the worst at everything?	
6.75463E+17	positive	"..now disappeared, sun gone for the day. Twilight with soft skies to say goodbye to Friday.  We must all remember we are blessed. #GodsWorld"	
6.75464E+17	negative	"10 Dec 1971-Third UDR soldier in four days, along with one who recently resigned, was shot dead by the IRA in Clady https://t.co/8KTMA38RqF"	
6.75464E+17	neutral	I know McGregor has been hyped like Rousey &amp; I also know if he loses tomorrow Dana White might stroke out https://t.co/6VEGJqaRXS	
6.75467E+17	positive	"I ""alpha'd"" Molly by holding &amp; lightlly scruffing her to keep her from eating Thor's food. Since, she has sat quietly beside me. Interesting"	
6.75467E+17	positive	@john_nufc42 My Italian trip restored my faith in the love and passion of FB.PL like a library. Next 2 trips sorted next up Milan derby-Jan	
6.75477E+17	negative	"If McGregor loses tomorrow night, Dana White will be the most butthurt dude on planet Earth"	
6.75477E+17	neutral	"Dana White to Holly Holm: Ronda Rousey is your next opponent https://t.co/LUQPflPzNS knows the time isn't now, meaning July. Common Sense"	
6.75478E+17	negative	rap mon and suga sampling swimming pools by kendrick is by far the weirdest shit i have seen	
6.75478E+17	neutral	"Bruh if Kendrick brings out the rest of TDE tomorrow, I'll die on the spot."	
6.75482E+17	negative	20 Aug 1994: Harry lives the nightmare of Voldemort killing Frank Bryce. 20 Aug 2011: We all live the nightmare of Kim Kardashian's wedding.	
6.75486E+17	neutral	"I'm gonna be on brand and ask ""do you think Chris Evans will be there?"" https://t.co/HbLv8yTM4q"	
6.75488E+17	positive	Ctfuuu cus he bout it do yourself a favor and listen to black Friday by Kendrick and Cole Kendrick snapped fym https://t.co/WzXPYkDKdx	
